w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
7.154,592.866233587,433.574852117,719.282453893,579.201995611,582.580849042
7.156,593.185250956,433.727019637,719.514460134,579.51654909,582.91766211
7.158,593.504562873,433.879567091,719.746641659,579.831380048,583.254766509
7.16,593.824169335,434.03249448,719.978998468,580.146488483,583.592162239
7.162,594.144070344,434.185801802,720.211530561,580.461874395,583.929849301
7.164,594.4642659,434.339489059,720.444237938,580.777537786,584.267827694
7.166,594.784756002,434.49355625,720.677120599,581.093478653,584.606097419
7.168,595.105540651,434.648003374,720.910178543,581.409696999,584.944658475
7.17,595.426619846,434.802830434,721.143411772,581.726192822,585.283510863
7.172,595.747993587,434.958037427,721.376820285,582.042966122,585.622654581
7.174,596.069661875,435.113624354,721.610404081,582.3600169,585.962089632
7.176,596.39162471,435.269591216,721.844163162,582.677345156,586.301816013
7.178,596.713882091,435.425938011,722.078097526,582.994950889,586.641833726
7.18,597.036434018,435.582664741,722.312207175,583.3128341,586.982142771
7.182,597.359280492,435.739771405,722.546492107,583.630994789,587.322743146
7.184,597.682421512,435.897258004,722.780952324,583.949432955,587.663634854
7.186,598.005857079,436.055124536,723.015587824,584.268148598,588.004817892
7.188,598.329587192,436.213371003,723.250398608,584.58714172,588.346292262
7.19,598.653611852,436.371997403,723.485384677,584.906412318,588.688057963
7.192,598.977931058,436.531003738,723.720546029,585.225960395,589.030114996
7.194,599.302544811,436.690390007,723.955882665,585.545785949,589.37246336
7.196,599.62745311,436.85015621,724.191394585,585.865888981,589.715103056
7.198,599.952655956,437.010302348,724.427081789,586.18626949,590.058034083
7.2,600.278153348,437.170828419,724.662944277,586.506927477,590.401256441
7.202,600.603945286,437.331734425,724.898982049,586.827862941,590.74477013
7.204,600.930031771,437.493020365,725.135195105,587.149075883,591.088575151
7.206,601.256412803,437.654686239,725.371583445,587.470566302,591.432671504
7.208,601.583088381,437.816732047,725.608147068,587.7923342,591.777059188
7.21,601.910058505,437.979157789,725.844885976,588.114379574,592.121738203
7.212,602.237323176,438.141963466,726.081800168,588.436702427,592.466708549
7.214,602.564882394,438.305149076,726.318889643,588.759302757,592.811970227
7.216,602.892736158,438.468714621,726.556154403,589.082180564,593.157523237
7.218,603.220884468,438.6326601,726.793594446,589.405335849,593.503367577
7.22,603.549327325,438.796985513,727.031209774,589.728768612,593.849503249
7.222,603.878064728,438.96169086,727.269000385,590.052478852,594.195930253
7.224,604.207096678,439.126776142,727.506966281,590.37646657,594.542648588
7.226,604.536423174,439.292241357,727.74510746,590.700731766,594.889658254
7.228,604.866044217,439.458086507,727.983423923,591.025274439,595.236959252
7.23,605.195959806,439.624311591,728.22191567,591.350094589,595.584551581
7.232,605.526169942,439.790916609,728.460582702,591.675192218,595.932435241
7.234,605.856674624,439.957901561,728.699425017,592.000567323,596.280610233
7.236,606.187473853,440.125266448,728.938442616,592.326219907,596.629076556
7.238,606.518567628,440.293011268,729.177635499,592.652149968,596.977834211
7.24,606.849955949,440.461136023,729.417003666,592.978357506,597.326883197
7.242,607.181638817,440.629640712,729.656547117,593.304842523,597.676223514
7.244,607.513616232,440.798525335,729.896265852,593.631605016,598.025855163
7.246,607.845888193,440.967789892,730.136159871,593.958644988,598.375778143
7.248,608.1784547,441.137434384,730.376229173,594.285962437,598.725992454
7.25,608.511315754,441.307458809,730.61647376,594.613557363,599.076498097
7.252,608.844471354,441.477863169,730.856893631,594.941429768,599.427295072
7.254,609.177921501,441.648647463,731.097488785,595.269579649,599.778383377
7.256,609.511666194,441.819811691,731.338259224,595.598007009,600.129763014
7.258,609.845705434,441.991355853,731.579204946,595.926711846,600.481433983
7.26,610.180039221,442.163279949,731.820325953,596.25569416,600.833396282
7.262,610.514667553,442.33558398,732.061622243,596.584953952,601.185649914
7.264,610.849590432,442.508267944,732.303093818,596.914491222,601.538194876
7.266,611.184807858,442.681331843,732.544740676,597.244305969,601.89103117
7.268,611.52031983,442.854775676,732.786562818,597.574398194,602.244158796
7.27,611.856126349,443.028599443,733.028560245,597.904767896,602.597577752
7.272,612.192227414,443.202803145,733.270732955,598.235415076,602.951288041
7.274,612.528623026,443.37738678,733.513080949,598.566339734,603.30528966
7.276,612.865313184,443.55235035,733.755604227,598.897541869,603.659582611
7.278,613.202297888,443.727693854,733.998302789,599.229021482,604.014166893
7.28,613.539577139,443.903417292,734.241176635,599.560778573,604.369042507
7.282,613.877150937,444.079520664,734.484225765,599.892813141,604.724209452
7.284,614.21501928,444.25600397,734.727450179,600.225125186,605.079667728
7.286,614.553182171,444.432867211,734.970849877,600.557714709,605.435417336
7.288,614.891639608,444.610110385,735.214424858,600.89058171,605.791458276
7.29,615.230391591,444.787733494,735.458175124,601.223726189,606.147790546
7.292,615.569438121,444.965736537,735.702100674,601.557148144,606.504414148
7.294,615.908779197,445.144119514,735.946201507,601.890847578,606.861329081
7.296,616.24841482,445.322882425,736.190477625,602.224824489,607.218535346
7.298,616.588344989,445.502025271,736.434929026,602.559078878,607.576032942
7.3,616.928569705,445.68154805,736.679555712,602.893610744,607.93382187
7.302,617.269088967,445.861450764,736.924357681,603.228420088,608.291902129
7.304,617.609902776,446.041733412,737.169334935,603.56350691,608.650273719
7.306,617.951011131,446.222395994,737.414487472,603.898871209,609.008936641
7.308,618.292414032,446.40343851,737.659815293,604.234512985,609.367890894
7.31,618.63411148,446.58486096,737.905318399,604.57043224,609.727136478
7.312,618.976103475,446.766663345,738.150996788,604.906628972,610.086673394
7.314,619.318390016,446.948845664,738.396850461,605.243103181,610.446501642
7.316,619.660971103,447.131407917,738.642879418,605.579854868,610.80662122
7.318,620.003846737,447.314350104,738.889083659,605.916884033,611.16703213
7.32,620.347016918,447.497672225,739.135463184,606.254190675,611.527734372
7.322,620.690481645,447.68137428,739.382017993,606.591774795,611.888727944
7.324,621.034240918,447.86545627,739.628748086,606.929636392,612.250012849
7.326,621.378294738,448.049918193,739.875653463,607.267775467,612.611589084
7.328,621.722643104,448.234760051,740.122734123,607.60619202,612.973456651
7.33,622.067286017,448.419981843,740.369990068,607.94488605,613.335615549
7.332,622.412223476,448.605583569,740.617421297,608.283857558,613.698065779
7.334,622.757455482,448.79156523,740.865027809,608.623106543,614.06080734
7.336,623.102982034,448.977926824,741.112809606,608.962633006,614.423840233
7.338,623.448803133,449.164668353,741.360766687,609.302436946,614.787164457
7.34,623.794918778,449.351789816,741.608899051,609.642518365,615.150780012
7.342,624.141328969,449.539291213,741.8572067,609.98287726,615.514686898
7.344,624.488033707,449.727172544,742.105689632,610.323513634,615.878885116
7.346,624.835032992,449.915433809,742.354347848,610.664427484,616.243374666
7.348,625.182326823,450.104075008,742.603181349,611.005618813,616.608155547
7.35,625.5299152,450.293096142,742.852190133,611.347087619,616.973227759
7.352,625.877798124,450.48249721,743.101374201,611.688833903,617.338591302
7.354,626.225975595,450.672278212,743.350733553,612.030857664,617.704246177
7.356,626.574447612,450.862439148,743.600268189,612.373158903,618.070192384
7.358,626.923214175,451.052980018,743.849978109,612.715737619,618.436429921
7.36,627.272275285,451.243900823,744.099863313,613.058593813,618.802958791
7.362,627.621630941,451.435201561,744.349923801,613.401727485,619.169778991
7.364,627.971281144,451.626882234,744.600159573,613.745138634,619.536890523
7.366,628.321225893,451.818942841,744.850570629,614.088827261,619.904293386
7.368,628.671465189,452.011383382,745.101156969,614.432793365,620.271987581
7.37,629.021999031,452.204203857,745.351918592,614.777036947,620.639973107
7.372,629.37282742,452.397404266,745.6028555,615.121558007,621.008249964
7.374,629.723950355,452.59098461,745.853967692,615.466356544,621.376818153
7.376,630.075367837,452.784944888,746.105255167,615.811432559,621.745677673
7.378,630.427079865,452.9792851,746.356717927,616.156786051,622.114828525
7.38,630.779086439,453.174005246,746.60835597,616.502417021,622.484270708
7.382,631.13138756,453.369105326,746.860169298,616.848325469,622.854004222
7.384,631.483983228,453.56458534,747.112157909,617.194511394,623.224029068
7.386,631.836873442,453.760445289,747.364321804,617.540974796,623.594345245
7.388,632.190058202,453.956685171,747.616660984,617.887715677,623.964952754
7.39,632.543537509,454.153304988,747.869175447,618.234734035,624.335851594
7.392,632.897311363,454.350304739,748.121865194,618.58202987,624.707041765
7.394,633.251379762,454.547684424,748.374730225,618.929603183,625.078523268
7.396,633.605742709,454.745444044,748.62777054,619.277453974,625.450296102
7.398,633.960400202,454.943583597,748.880986139,619.625582242,625.822360267
7.4,634.315352241,455.142103085,749.134377022,619.973987988,626.194715764
7.402,634.670598827,455.341002507,749.387943189,620.322671211,626.567362592
7.404,635.026139959,455.540281863,749.64168464,620.671631912,626.940300752
7.406,635.381975637,455.739941153,749.895601375,621.020870091,627.313530243
7.408,635.738105863,455.939980377,750.149693394,621.370385747,627.687051065
7.41,636.094530634,456.140399535,750.403960697,621.720178881,628.060863219
7.412,636.451249952,456.341198628,750.658403283,622.070249492,628.434966704
7.414,636.808263817,456.542377655,750.913021154,622.420597581,628.809361521
7.416,637.165572228,456.743936616,751.167814308,622.771223148,629.184047669
7.418,637.523175186,456.945875511,751.422782747,623.122126192,629.559025148
7.42,637.88107269,457.14819434,751.677926469,623.473306714,629.934293959
7.422,638.23926474,457.350893104,751.933245476,623.824764713,630.309854101
7.424,638.597751337,457.553971801,752.188739766,624.17650019,630.685705574
7.426,638.95653248,457.757430433,752.444409341,624.528513145,631.061848379
7.428,639.31560817,457.961268999,752.700254199,624.880803577,631.438282515
7.43,639.674978407,458.165487499,752.956274341,625.233371486,631.815007983
7.432,640.034643189,458.370085933,753.212469767,625.586216874,632.192024782
7.434,640.394602519,458.575064302,753.468840478,625.939339739,632.569332912
7.436,640.754856394,458.780422604,753.725386472,626.292740081,632.946932374
7.438,641.115404817,458.986160841,753.98210775,626.646417901,633.324823167
7.44,641.476247785,459.192279012,754.239004312,627.000373199,633.703005292
7.442,641.837385301,459.398777117,754.496076158,627.354605974,634.081478748
7.444,642.198817362,459.605655156,754.753323287,627.709116227,634.460243535
7.446,642.56054397,459.812913129,755.010745701,628.063903957,634.839299654
7.448,642.922565125,460.020551037,755.268343399,628.418969165,635.218647104
7.45,643.284880826,460.228568879,755.526116381,628.774311851,635.598285885
7.452,643.647491074,460.436966654,755.784064647,629.129932014,635.978215998
7.454,644.010395868,460.645744364,756.042188196,629.485829655,636.358437442
7.456,644.373595208,460.854902009,756.30048703,629.842004773,636.738950218
7.458,644.737089095,461.064439587,756.558961147,630.198457369,637.119754325
7.46,645.100877528,461.274357099,756.817610549,630.555187443,637.500849764
7.462,645.464960508,461.484654546,757.076435234,630.912194994,637.882236533
7.464,645.829338035,461.695331927,757.335435204,631.269480022,638.263914635
7.466,646.194010108,461.906389242,757.594610457,631.627042529,638.645884067
7.468,646.558976727,462.117826491,757.853960994,631.984882513,639.028144831
7.47,646.924237893,462.329643674,758.113486815,632.342999974,639.410696926
7.472,647.289793605,462.541840792,758.373187921,632.701394913,639.793540353
7.474,647.655643864,462.754417843,758.63306431,633.06006733,640.176675111
7.476,648.021788669,462.967374829,758.893115983,633.419017224,640.560101201
7.478,648.38822802,463.180711749,759.15334294,633.778244596,640.943818622
7.48,648.754961919,463.394428603,759.413745181,634.137749446,641.327827374
7.482,649.121990363,463.608525391,759.674322706,634.497531773,641.712127458
7.484,649.489313354,463.823002114,759.935075515,634.857591577,642.096718873
7.486,649.856930892,464.03785877,760.196003608,635.21792886,642.481601619
7.488,650.224842976,464.253095361,760.457106984,635.578543619,642.866775697
7.49,650.593049606,464.468711886,760.718385645,635.939435857,643.252241106
7.492,650.961550783,464.684708345,760.97983959,636.300605572,643.637997847
7.494,651.330346507,464.901084738,761.241468818,636.662052764,644.024045919
7.496,651.699436777,465.117841066,761.503273331,637.023777435,644.410385322
7.498,652.068821593,465.334977327,761.765253128,637.385779582,644.797016057
7.5,652.438500956,465.552493523,762.027408208,637.748059208,645.183938123
7.502,652.808474865,465.770389653,762.289738573,638.110616311,645.57115152
7.504,653.178743321,465.988665717,762.552244221,638.473450891,645.958656249
7.506,653.549306323,466.207321715,762.814925153,638.836562949,646.34645231
7.508,653.920163872,466.426357648,763.07778137,639.199952485,646.734539701
7.51,654.291315967,466.645773514,763.34081287,639.563619498,647.122918424
7.512,654.662762609,466.865569315,763.604019654,639.927563989,647.511588479
7.514,655.034503797,467.08574505,763.867401722,640.291785958,647.900549865
7.516,655.406539532,467.306300719,764.130959074,640.656285404,648.289802582
7.518,655.778869813,467.527236322,764.39469171,641.021062327,648.67934663
7.52,656.15149464,467.748551859,764.65859963,641.386116729,649.06918201
7.522,656.524414015,467.970247331,764.922682834,641.751448608,649.459308722
7.524,656.897627935,468.192322736,765.186941322,642.117057964,649.849726765
7.526,657.271136402,468.414778076,765.451375094,642.482944798,650.240436139
7.528,657.644939415,468.63761335,765.71598415,642.84910911,650.631436844
7.53,658.019036975,468.860828558,765.98076849,643.215550899,651.022728881
7.532,658.393429082,469.084423701,766.245728113,643.582270166,651.414312249
7.534,658.768115735,469.308398777,766.510863021,643.94926691,651.806186949
7.536,659.143096934,469.532753788,766.776173212,644.316541132,652.19835298
7.538,659.51837268,469.757488733,767.041658688,644.684092832,652.590810343
7.54,659.893942972,469.982603611,767.307319447,645.051922009,652.983559037
7.542,660.269807811,470.208098425,767.573155491,645.420028664,653.376599062
7.544,660.645967196,470.433973172,767.839166818,645.788412796,653.769930418
7.546,661.022421128,470.660227853,768.10535343,646.157074406,654.163553106
7.548,661.399169606,470.886862469,768.371715325,646.526013493,654.557467126
7.55,661.776212631,471.113877019,768.638252504,646.895230059,654.951672477
7.552,662.153550202,471.341271503,768.904964967,647.264724101,655.346169159
7.554,662.531182319,471.569045921,769.171852715,647.634495622,655.740957172
7.556,662.909108983,471.797200273,769.438915746,648.004544619,656.136036517
7.558,663.287330194,472.025734559,769.706154061,648.374871095,656.531407194
7.56,663.665845951,472.25464878,769.97356766,648.745475048,656.927069201
7.562,664.044656254,472.483942935,770.241156543,649.116356479,657.32302254
7.564,664.423761104,472.713617024,770.50892071,649.487515387,657.719267211
7.566,664.803160501,472.943671047,770.77686016,649.858951773,658.115803213
7.568,665.182854444,473.174105004,771.044974895,650.230665636,658.512630546
7.57,665.562842933,473.404918895,771.313264914,650.602656977,658.909749211
7.572,665.943125969,473.636112721,771.581730217,650.974925796,659.307159207
7.574,666.323703551,473.86768648,771.850370803,651.347472092,659.704860534
7.576,666.70457568,474.099640174,772.119186674,651.720295866,660.102853193
7.578,667.085742355,474.331973802,772.388177828,652.093397117,660.501137183
7.58,667.467203577,474.564687364,772.657344267,652.466775846,660.899712505
7.582,667.848959345,474.797780861,772.926685989,652.840432053,661.298579158
7.584,668.23100966,475.031254291,773.196202996,653.214365737,661.697737142
7.586,668.613354521,475.265107656,773.465895286,653.588576899,662.097186458
7.588,668.995993929,475.499340955,773.73576286,653.963065538,662.496927105
7.59,669.378927883,475.733954188,774.005805719,654.337831655,662.896959083
7.592,669.762156383,475.968947355,774.276023861,654.712875249,663.297282393
7.594,670.14567943,476.204320456,774.546417287,655.088196322,663.697897034
7.596,670.529497024,476.440073492,774.816985997,655.463794871,664.098803007
7.598,670.913609164,476.676206461,775.087729991,655.839670899,664.500000311
7.6,671.29801585,476.912719365,775.358649269,656.215824403,664.901488947
7.602,671.682717083,477.149612203,775.629743831,656.592255386,665.303268913
7.604,672.067712862,477.386884975,775.901013677,656.968963846,665.705340212
7.606,672.453003188,477.624537681,776.172458807,657.345949784,666.107702841
7.608,672.838588061,477.862570322,776.444079221,657.723213199,666.510356802
7.61,673.224467479,478.100982897,776.715874918,658.100754092,666.913302095
7.612,673.610641445,478.339775405,776.9878459,658.478572462,667.316538718
7.614,673.997109956,478.578947848,777.259992166,658.85666831,667.720066673
7.616,674.383873015,478.818500225,777.532313715,659.235041636,668.12388596
7.618,674.770930619,479.058432537,777.804810549,659.613692439,668.527996578
7.62,675.15828277,479.298744782,778.077482666,659.99262072,668.932398527
7.622,675.545929468,479.539436962,778.350330068,660.371826478,669.337091808
7.624,675.933870712,479.780509075,778.623352753,660.751309714,669.74207642
7.626,676.322106503,480.021961123,778.896550723,661.131070428,670.147352363
7.628,676.71063684,480.263793105,779.169923976,661.511108619,670.552919638
7.63,677.099461723,480.506005021,779.443472513,661.891424287,670.958778244
7.632,677.488581153,480.748596872,779.717196334,662.272017434,671.364928182
7.634,677.87799513,480.991568656,779.99109544,662.652888058,671.771369451
7.636,678.267703653,481.234920375,780.265169829,663.034036159,672.178102051
7.638,678.657706722,481.478652028,780.539419502,663.415461738,672.585125983
7.64,679.048004338,481.722763615,780.813844459,663.797164795,672.992441246
7.642,679.4385965,481.967255136,781.0884447,664.179145329,673.400047841
7.644,679.829483209,482.212126591,781.363220225,664.561403341,673.807945767
7.646,680.220664464,482.457377981,781.638171033,664.943938831,674.216135024
7.648,680.612140266,482.703009305,781.913297126,665.326751798,674.624615613
7.65,681.003910614,482.949020562,782.188598503,665.709842242,675.033387533
7.652,681.395975509,483.195411754,782.464075164,666.093210165,675.442450784
7.654,681.78833495,483.442182881,782.739727108,666.476855564,675.851805367
7.656,682.180988938,483.689333941,783.015554337,666.860778442,676.261451281
7.658,682.573937472,483.936864935,783.291556849,667.244978797,676.671388527
7.66,682.967180553,484.184775864,783.567734646,667.629456629,677.081617104
7.662,683.36071818,484.433066727,783.844087726,668.01421194,677.492137012
7.664,683.754550353,484.681737524,784.120616091,668.399244727,677.902948252
7.666,684.148677073,484.930788255,784.397319739,668.784554993,678.314050823
7.668,684.54309834,485.18021892,784.674198671,669.170142736,678.725444726
7.67,684.937814153,485.43002952,784.951252888,669.556007956,679.13712996
7.672,685.332824512,485.680220053,785.228482388,669.942150654,679.549106525
7.674,685.728129418,485.930790521,785.505887172,670.32857083,679.961374422
7.676,686.12372887,486.181740923,785.78346724,670.715268483,680.37393365
7.678,686.519622869,486.433071259,786.061222592,671.102243614,680.786784209
7.68,686.915811414,486.684781529,786.339153228,671.489496223,681.1999261
7.682,687.312294506,486.936871734,786.617259148,671.877026309,681.613359322
7.684,687.709072144,487.189341872,786.895540352,672.264833873,682.027083876
7.686,688.106144329,487.442191945,787.17399684,672.652918914,682.441099761
7.688,688.50351106,487.695421952,787.452628612,673.041281433,682.855406978
7.69,688.901172338,487.949031893,787.731435668,673.429921429,683.270005525
7.692,689.299128162,488.203021768,788.010418007,673.818838903,683.684895405
7.694,689.697378533,488.457391578,788.289575631,674.208033855,684.100076615
7.696,690.09592345,488.712141321,788.568908538,674.597506284,684.515549157
7.698,690.494762913,488.967270999,788.84841673,674.987256191,684.93131303
7.7,690.893896923,489.222780611,789.128100206,675.377283575,685.347368235
7.702,691.29332548,489.478670157,789.407958965,675.767588437,685.763714771
7.704,691.693048583,489.734939637,789.687993008,676.158170777,686.180352639
7.706,692.093066232,489.991589051,789.968202336,676.549030594,686.597281838
7.708,692.493378428,490.2486184,790.248586947,676.940167889,687.014502368
7.71,692.893985171,490.506027682,790.529146842,677.331582661,687.43201423
7.712,693.294886459,490.763816899,790.809882022,677.723274911,687.849817423
7.714,693.696082295,491.02198605,791.090792485,678.115244639,688.267911947
7.716,694.097572677,491.280535135,791.371878232,678.507491844,688.686297803
7.718,694.499357605,491.539464155,791.653139263,678.900016526,689.10497499
7.72,694.90143708,491.798773108,791.934575578,679.292818687,689.523943509
7.722,695.303811101,492.058461996,792.216187177,679.685898325,689.943203359
7.724,695.706479668,492.318530818,792.49797406,680.07925544,690.36275454
7.726,696.109442783,492.578979574,792.779936227,680.472890033,690.782597053
7.728,696.512700443,492.839808264,793.062073677,680.866802104,691.202730897
7.73,696.91625265,493.101016888,793.344386412,681.260991652,691.623156072
7.732,697.320099404,493.362605447,793.626874431,681.655458678,692.043872579
7.734,697.724240704,493.624573939,793.909537734,682.050203181,692.464880418
7.736,698.12867655,493.886922366,794.19237632,682.445225162,692.886179587
7.738,698.533406943,494.149650727,794.475390191,682.840524621,693.307770088
7.74,698.938431883,494.412759022,794.758579345,683.236101557,693.729651921
7.742,699.343751369,494.676247251,795.041943784,683.631955971,694.151825085
7.744,699.749365401,494.940115415,795.325483506,684.028087862,694.57428958
7.746,700.15527398,495.204363512,795.609198512,684.424497231,694.997045406
7.748,700.561477105,495.468991544,795.893088803,684.821184078,695.420092564
7.75,700.967974777,495.73399951,796.177154377,685.218148402,695.843431054
7.752,701.374766996,495.99938741,796.461395235,685.615390204,696.267060874
7.754,701.78185376,496.265155244,796.745811377,686.012909483,696.690982027
7.756,702.189235072,496.531303013,797.030402803,686.41070624,697.11519451
7.758,702.596910929,496.797830715,797.315169514,686.808780475,697.539698325
7.76,703.004881333,497.064738352,797.600111508,687.207132187,697.964493471
7.762,703.413146284,497.332025923,797.885228786,687.605761376,698.389579949
7.764,703.821705781,497.599693428,798.170521347,688.004668044,698.814957758
7.766,704.230559825,497.867740867,798.455989193,688.403852189,699.240626899
7.768,704.639708415,498.13616824,798.741632323,688.803313811,699.66658737
7.77,705.049151551,498.404975548,799.027450737,689.203052911,700.092839174
7.772,705.458889234,498.67416279,799.313444435,689.603069489,700.519382308
7.774,705.868921464,498.943729965,799.599613416,690.003363544,700.946216774
7.776,706.27924824,499.213677075,799.885957682,690.403935077,701.373342572
7.778,706.689869562,499.48400412,800.172477231,690.804784087,701.8007597
7.78,707.100785431,499.754711098,800.459172065,691.205910575,702.228468161
7.782,707.511995846,500.02579801,800.746042182,691.607314541,702.656467952
7.784,707.923500808,500.297264857,801.033087584,692.008995984,703.084759075
7.786,708.335300317,500.569111638,801.320308269,692.410954905,703.513341529
7.788,708.747394371,500.841338353,801.607704238,692.813191303,703.942215315
7.79,709.159782973,501.113945002,801.895275492,693.215705179,704.371380432
7.792,709.57246612,501.386931585,802.183022029,693.618496533,704.800836881
7.794,709.985443814,501.660298103,802.47094385,694.021565364,705.230584661
7.796,710.398716055,501.934044554,802.759040955,694.424911673,705.660623772
7.798,710.812282842,502.20817094,803.047313344,694.828535459,706.090954215
7.8,711.226144176,502.48267726,803.335761017,695.232436723,706.521575989
7.802,711.640300056,502.757563514,803.624383974,695.636615465,706.952489094
7.804,712.054750482,503.032829702,803.913182215,696.041071684,707.383693531
7.806,712.469495455,503.308475825,804.20215574,696.44580538,707.815189299
7.808,712.884534975,503.584501881,804.491304549,696.850816555,708.246976398
7.81,713.299869041,503.860907872,804.780628642,697.256105207,708.679054829
7.812,713.715497653,504.137693797,805.070128018,697.661671336,709.111424592
7.814,714.131420812,504.414859656,805.359802679,698.067514943,709.544085685
7.816,714.547638518,504.692405449,805.649652624,698.473636028,709.977038111
7.818,714.964150769,504.970331177,805.939677852,698.88003459,710.410281867
7.82,715.380957568,505.248636838,806.229878365,699.28671063,710.843816955
7.822,715.798058913,505.527322434,806.520254161,699.693664147,711.277643374
7.824,716.215454804,505.806387964,806.810805242,700.100895142,711.711761125
7.826,716.633145242,506.085833428,807.101531606,700.508403615,712.146170207
7.828,717.051130226,506.365658826,807.392433254,700.916189565,712.58087062
7.83,717.469409756,506.645864158,807.683510186,701.324252993,713.015862365
7.832,717.887983834,506.926449425,807.974762403,701.732593898,713.451145441
7.834,718.306852457,507.207414626,808.266189903,702.141212281,713.886719849
7.836,718.726015627,507.488759761,808.557792687,702.550108142,714.322585588
7.838,719.145473344,507.77048483,808.849570755,702.95928148,714.758742658
7.84,719.565225607,508.052589833,809.141524107,703.368732295,715.19519106
7.842,719.985272416,508.33507477,809.433652743,703.778460589,715.631930793
7.844,720.405613772,508.617939642,809.725956663,704.18846636,716.068961858
7.846,720.826249675,508.901184447,810.018435867,704.598749608,716.506284254
7.848,721.247180124,509.184809187,810.311090355,705.009310334,716.943897981
7.85,721.668405119,509.468813861,810.603920126,705.420148538,717.38180304
7.852,722.089924661,509.753198469,810.896925182,705.831264219,717.81999943
7.854,722.511738749,510.037963011,811.190105522,706.242657378,718.258487151
7.856,722.933847384,510.323107488,811.483461145,706.654328015,718.697266204
7.858,723.356250565,510.608631899,811.776992053,707.066276129,719.136336588
7.86,723.778948293,510.894536243,812.070698244,707.47850172,719.575698304
7.862,724.201940567,511.180820522,812.36457972,707.891004789,720.015351351
7.864,724.625227388,511.467484735,812.658636479,708.303785336,720.455295729
7.866,725.048808755,511.754528883,812.952868523,708.716843361,720.895531439
7.868,725.472684669,512.041952964,813.24727585,709.130178863,721.33605848
7.87,725.896855129,512.32975698,813.541858461,709.543791842,721.776876852
7.872,726.321320136,512.617940929,813.836616357,709.957682299,722.217986556
7.874,726.746079689,512.906504813,814.131549536,710.371850234,722.659387592
7.876,727.171133788,513.195448631,814.426657999,710.786295647,723.101079958
7.878,727.596482434,513.484772384,814.721941746,711.201018537,723.543063656
7.88,728.022125627,513.77447607,815.017400777,711.616018904,723.985338686
7.882,728.448063366,514.064559691,815.313035092,712.031296749,724.427905047
7.884,728.874295651,514.355023245,815.608844691,712.446852072,724.870762739
7.886,729.300822483,514.645866734,815.904829574,712.862684872,725.313911763
7.888,729.727643861,514.937090157,816.20098974,713.27879515,725.757352118
7.89,730.154759786,515.228693514,816.497325191,713.695182906,726.201083804
7.892,730.582170257,515.520676806,816.793835926,714.111848139,726.645106822
7.894,731.009875275,515.813040031,817.090521945,714.528790849,727.089421171
7.896,731.437874839,516.105783191,817.387383247,714.946011038,727.534026852
7.898,731.86616895,516.398906285,817.684419834,715.363508703,727.978923863
7.9,732.294757607,516.692409313,817.981631704,715.781283847,728.424112207
7.902,732.723640811,516.986292275,818.279018859,716.199336468,728.869591881
7.904,733.152818561,517.280555171,818.576581297,716.617666567,729.315362888
7.906,733.582290858,517.575198002,818.87431902,717.036274143,729.761425225
7.908,734.012057701,517.870220767,819.172232026,717.455159197,730.207778894
7.91,734.44211909,518.165623465,819.470320316,717.874321728,730.654423894
7.912,734.872475026,518.461406098,819.76858389,718.293761737,731.101360226
7.914,735.303125509,518.757568666,820.067022749,718.713479224,731.548587889
7.916,735.734070538,519.054111167,820.365636891,719.133474188,731.996106883
7.918,736.165310113,519.351033602,820.664426317,719.553746629,732.443917209
7.92,736.596844235,519.648335972,820.963391027,719.974296549,732.892018866
7.922,737.028672903,519.946018276,821.262531021,720.395123946,733.340411855
7.924,737.460796118,520.244080514,821.561846299,720.81622882,733.789096175
7.926,737.89321388,520.542522686,821.861336861,721.237611172,734.238071826
7.928,738.325926187,520.841344792,822.161002706,721.659271002,734.687338809
7.93,738.758933042,521.140546832,822.460843836,722.081208309,735.136897123
7.932,739.192234442,521.440128807,822.76086025,722.503423094,735.586746768
7.934,739.62583039,521.740090716,823.061051948,722.925915357,736.036887745
7.936,740.059720883,522.040432559,823.361418929,723.348685097,736.487320054
7.938,740.493905923,522.341154336,823.661961195,723.771732315,736.938043693
7.94,740.92838551,522.642256047,823.962678744,724.19505701,737.389058664
7.942,741.363159643,522.943737692,824.263571578,724.618659183,737.840364967
7.944,741.798228323,523.245599272,824.564639695,725.042538833,738.2919626
7.946,742.233591549,523.547840786,824.865883097,725.466695961,738.743851566
7.948,742.669249321,523.850462234,825.167301782,725.891130567,739.196031862
7.95,743.10520164,524.153463616,825.468895751,726.31584265,739.64850349
7.952,743.541448506,524.456844932,825.770665004,726.740832211,740.10126645
7.954,743.977989918,524.760606182,826.072609542,727.166099249,740.55432074
7.956,744.414825876,525.064747367,826.374729363,727.591643765,741.007666362
7.958,744.851956381,525.369268486,826.677024468,728.017465759,741.461303316
7.96,745.289381432,525.674169538,826.979494857,728.44356523,741.915231601
7.962,745.72710103,525.979450525,827.28214053,728.869942178,742.369451217
7.964,746.165115174,526.285111447,827.584961487,729.296596605,742.823962165
7.966,746.603423865,526.591152302,827.887957727,729.723528509,743.278764444
7.968,747.042027102,526.897573091,828.191129252,730.15073789,743.733858054
7.97,747.480924886,527.204373815,828.494476061,730.578224749,744.189242996
7.972,747.920117216,527.511554473,828.797998154,731.005989086,744.644919269
